X,Y,profile_id,profile_layer_id,country_name,upper_depth,lower_depth,layer_name,litter,orgc_value,orgc_value_avg,orgc_method,orgc_date,orgc_dataset_id,orgc_profile_code
4.666901,50.649889,36897,152523,Belgium,36,39,,,{1:3.50},3.5,"{""1:calculation = default correction factor for recovery of 1.3 - assumed, detection = titrimetric, reaction = wet oxidation with Sulphuric acid [H2SO4] - Potassiumbichromate [K2Cr2O7] (and Phosphoric acid [H3PO4]) mixture, sample pretreatment = sieved over 2 mm sieve, temperature = no external heat, treatment = not specified""}",{1:2012-3-22},BE-UplandsI,1170000000000
4.666901,50.649889,36897,152524,Belgium,39,42,,,{1:3.70},3.7,"{""1:calculation = default correction factor for recovery of 1.3 - assumed, detection = titrimetric, reaction = wet oxidation with Sulphuric acid [H2SO4] - Potassiumbichromate [K2Cr2O7] (and Phosphoric acid [H3PO4]) mixture, sample pretreatment = sieved over 2 mm sieve, temperature = no external heat, treatment = not specified""}",{1:2012-3-22},BE-UplandsI,1170000000000
4.666901,50.649889,36897,152526,Belgium,45,48,,,{1:3.50},3.5,"{""1:calculation = default correction factor for recovery of 1.3 - assumed, detection = titrimetric, reaction = wet oxidation with Sulphuric acid [H2SO4] - Potassiumbichromate [K2Cr2O7] (and Phosphoric acid [H3PO4]) mixture, sample pretreatment = sieved over 2 mm sieve, temperature = no external heat, treatment = not specified""}",{1:2012-3-22},BE-UplandsI,1170000000000
4.666901,50.649889,36897,152527,Belgium,48,51,,,{1:3.20},3.2,"{""1:calculation = default correction factor for recovery of 1.3 - assumed, detection = titrimetric, reaction = wet oxidation with Sulphuric acid [H2SO4] - Potassiumbichromate [K2Cr2O7] (and Phosphoric acid [H3PO4]) mixture, sample pretreatment = sieved over 2 mm sieve, temperature = no external heat, treatment = not specified""}",{1:2012-3-22},BE-UplandsI,1170000000000
4.666901,50.649889,36897,152528,Belgium,51,54,,,{1:2.90},2.9,"{""1:calculation = default correction factor for recovery of 1.3 - assumed, detection = titrimetric, reaction = wet oxidation with Sulphuric acid [H2SO4] - Potassiumbichromate [K2Cr2O7] (and Phosphoric acid [H3PO4]) mixture, sample pretreatment = sieved over 2 mm sieve, temperature = no external heat, treatment = not specified""}",{1:2012-3-22},BE-UplandsI,1170000000000
4.666901,50.649889,36897,152529,Belgium,54,57,,,{1:2.80},2.8,"{""1:calculation = default correction factor for recovery of 1.3 - assumed, detection = titrimetric, reaction = wet oxidation with Sulphuric acid [H2SO4] - Potassiumbichromate [K2Cr2O7] (and Phosphoric acid [H3PO4]) mixture, sample pretreatment = sieved over 2 mm sieve, temperature = no external heat, treatment = not specified""}",{1:2012-3-22},BE-UplandsI,1170000000000
4.666901,50.649889,36897,152531,Belgium,60,63,,,{1:2.70},2.7,"{""1:calculation = default correction factor for recovery of 1.3 - assumed, detection = titrimetric, reaction = wet oxidation with Sulphuric acid [H2SO4] - Potassiumbichromate [K2Cr2O7] (and Phosphoric acid [H3PO4]) mixture, sample pretreatment = sieved over 2 mm sieve, temperature = no external heat, treatment = not specified""}",{1:2012-3-22},BE-UplandsI,1170000000000
4.666901,50.649889,36897,152532,Belgium,63,66,,,{1:3.20},3.2,"{""1:calculation = default correction factor for recovery of 1.3 - assumed, detection = titrimetric, reaction = wet oxidation with Sulphuric acid [H2SO4] - Potassiumbichromate [K2Cr2O7] (and Phosphoric acid [H3PO4]) mixture, sample pretreatment = sieved over 2 mm sieve, temperature = no external heat, treatment = not specified""}",{1:2012-3-22},BE-UplandsI,1170000000000
4.666901,50.649889,36897,152534,Belgium,69,72,,,{1:3.00},3,"{""1:calculation = default correction factor for recovery of 1.3 - assumed, detection = titrimetric, reaction = wet oxidation with Sulphuric acid [H2SO4] - Potassiumbichromate [K2Cr2O7] (and Phosphoric acid [H3PO4]) mixture, sample pretreatment = sieved over 2 mm sieve, temperature = no external heat, treatment = not specified""}",{1:2012-3-22},BE-UplandsI,1170000000000
4.666901,50.649889,36897,152535,Belgium,72,75,,,{1:3.00},3,"{""1:calculation = default correction factor for recovery of 1.3 - assumed, detection = titrimetric, reaction = wet oxidation with Sulphuric acid [H2SO4] - Potassiumbichromate [K2Cr2O7] (and Phosphoric acid [H3PO4]) mixture, sample pretreatment = sieved over 2 mm sieve, temperature = no external heat, treatment = not specified""}",{1:2012-3-22},BE-UplandsI,1170000000000
4.666901,50.649889,36897,152536,Belgium,75,78,,,{1:2.30},2.3,"{""1:calculation = default correction factor for recovery of 1.3 - assumed, detection = titrimetric, reaction = wet oxidation with Sulphuric acid [H2SO4] - Potassiumbichromate [K2Cr2O7] (and Phosphoric acid [H3PO4]) mixture, sample pretreatment = sieved over 2 mm sieve, temperature = no external heat, treatment = not specified""}",{1:2012-3-22},BE-UplandsI,1170000000000
4.666901,50.649889,36897,152537,Belgium,78,81,,,{1:2.20},2.2,"{""1:calculation = default correction factor for recovery of 1.3 - assumed, detection = titrimetric, reaction = wet oxidation with Sulphuric acid [H2SO4] - Potassiumbichromate [K2Cr2O7] (and Phosphoric acid [H3PO4]) mixture, sample pretreatment = sieved over 2 mm sieve, temperature = no external heat, treatment = not specified""}",{1:2012-3-22},BE-UplandsI,1170000000000
4.666901,50.649889,36897,152538,Belgium,81,84,,,{1:2.50},2.5,"{""1:calculation = default correction factor for recovery of 1.3 - assumed, detection = titrimetric, reaction = wet oxidation with Sulphuric acid [H2SO4] - Potassiumbichromate [K2Cr2O7] (and Phosphoric acid [H3PO4]) mixture, sample pretreatment = sieved over 2 mm sieve, temperature = no external heat, treatment = not specified""}",{1:2012-3-22},BE-UplandsI,1170000000000
4.666901,50.649889,36897,152539,Belgium,84,87,,,{1:2.50},2.5,"{""1:calculation = default correction factor for recovery of 1.3 - assumed, detection = titrimetric, reaction = wet oxidation with Sulphuric acid [H2SO4] - Potassiumbichromate [K2Cr2O7] (and Phosphoric acid [H3PO4]) mixture, sample pretreatment = sieved over 2 mm sieve, temperature = no external heat, treatment = not specified""}",{1:2012-3-22},BE-UplandsI,1170000000000
4.666901,50.649889,36897,152540,Belgium,87,90,,,{1:2.40},2.4,"{""1:calculation = default correction factor for recovery of 1.3 - assumed, detection = titrimetric, reaction = wet oxidation with Sulphuric acid [H2SO4] - Potassiumbichromate [K2Cr2O7] (and Phosphoric acid [H3PO4]) mixture, sample pretreatment = sieved over 2 mm sieve, temperature = no external heat, treatment = not specified""}",{1:2012-3-22},BE-UplandsI,1170000000000
4.462114,50.583962,36898,152542,Belgium,0,3,,,{1:13.50},13.5,"{""1:calculation = default correction factor for recovery of 1.3 - assumed, detection = titrimetric, reaction = wet oxidation with Sulphuric acid [H2SO4] - Potassiumbichromate [K2Cr2O7] (and Phosphoric acid [H3PO4]) mixture, sample pretreatment = sieved over 2 mm sieve, temperature = no external heat, treatment = not specified""}",{1:2012-3-16},BE-UplandsI,1.29E+018
4.462114,50.583962,36898,152544,Belgium,3,6,,,{1:10.90},10.9,"{""1:calculation = default correction factor for recovery of 1.3 - assumed, detection = titrimetric, reaction = wet oxidation with Sulphuric acid [H2SO4] - Potassiumbichromate [K2Cr2O7] (and Phosphoric acid [H3PO4]) mixture, sample pretreatment = sieved over 2 mm sieve, temperature = no external heat, treatment = not specified""}",{1:2012-3-16},BE-UplandsI,1.29E+018
4.462114,50.583962,36898,152545,Belgium,6,9,,,{1:11.50},11.5,"{""1:calculation = default correction factor for recovery of 1.3 - assumed, detection = titrimetric, reaction = wet oxidation with Sulphuric acid [H2SO4] - Potassiumbichromate [K2Cr2O7] (and Phosphoric acid [H3PO4]) mixture, sample pretreatment = sieved over 2 mm sieve, temperature = no external heat, treatment = not specified""}",{1:2012-3-16},BE-UplandsI,1.29E+018
4.462114,50.583962,36898,152546,Belgium,9,12,,,{1:11.40},11.4,"{""1:calculation = default correction factor for recovery of 1.3 - assumed, detection = titrimetric, reaction = wet oxidation with Sulphuric acid [H2SO4] - Potassiumbichromate [K2Cr2O7] (and Phosphoric acid [H3PO4]) mixture, sample pretreatment = sieved over 2 mm sieve, temperature = no external heat, treatment = not specified""}",{1:2012-3-16},BE-UplandsI,1.29E+018
4.462114,50.583962,36898,152547,Belgium,12,15,,,{1:13.90},13.9,"{""1:calculation = default correction factor for recovery of 1.3 - assumed, detection = titrimetric, reaction = wet oxidation with Sulphuric acid [H2SO4] - Potassiumbichromate [K2Cr2O7] (and Phosphoric acid [H3PO4]) mixture, sample pretreatment = sieved over 2 mm sieve, temperature = no external heat, treatment = not specified""}",{1:2012-3-16},BE-UplandsI,1.29E+018
4.462114,50.583962,36898,152548,Belgium,15,18,,,{1:11.00},11,"{""1:calculation = default correction factor for recovery of 1.3 - assumed, detection = titrimetric, reaction = wet oxidation with Sulphuric acid [H2SO4] - Potassiumbichromate [K2Cr2O7] (and Phosphoric acid [H3PO4]) mixture, sample pretreatment = sieved over 2 mm sieve, temperature = no external heat, treatment = not specified""}",{1:2012-3-16},BE-UplandsI,1.29E+018
4.462114,50.583962,36898,152549,Belgium,18,21,,,{1:10.40},10.4,"{""1:calculation = default correction factor for recovery of 1.3 - assumed, detection = titrimetric, reaction = wet oxidation with Sulphuric acid [H2SO4] - Potassiumbichromate [K2Cr2O7] (and Phosphoric acid [H3PO4]) mixture, sample pretreatment = sieved over 2 mm sieve, temperature = no external heat, treatment = not specified""}",{1:2012-3-16},BE-UplandsI,1.29E+018
4.462114,50.583962,36898,152550,Belgium,21,24,,,{1:9.70},9.7,"{""1:calculation = default correction factor for recovery of 1.3 - assumed, detection = titrimetric, reaction = wet oxidation with Sulphuric acid [H2SO4] - Potassiumbichromate [K2Cr2O7] (and Phosphoric acid [H3PO4]) mixture, sample pretreatment = sieved over 2 mm sieve, temperature = no external heat, treatment = not specified""}",{1:2012-3-16},BE-UplandsI,1.29E+018
4.462114,50.583962,36898,152551,Belgium,24,27,,,{1:7.40},7.4,"{""1:calculation = default correction factor for recovery of 1.3 - assumed, detection = titrimetric, reaction = wet oxidation with Sulphuric acid [H2SO4] - Potassiumbichromate [K2Cr2O7] (and Phosphoric acid [H3PO4]) mixture, sample pretreatment = sieved over 2 mm sieve, temperature = no external heat, treatment = not specified""}",{1:2012-3-16},BE-UplandsI,1.29E+018
4.462114,50.583962,36898,152552,Belgium,27,30,,,{1:5.00},5,"{""1:calculation = default correction factor for recovery of 1.3 - assumed, detection = titrimetric, reaction = wet oxidation with Sulphuric acid [H2SO4] - Potassiumbichromate [K2Cr2O7] (and Phosphoric acid [H3PO4]) mixture, sample pretreatment = sieved over 2 mm sieve, temperature = no external heat, treatment = not specified""}",{1:2012-3-16},BE-UplandsI,1.29E+018
4.462114,50.583962,36898,152553,Belgium,30,33,,,{1:5.00},5,"{""1:calculation = default correction factor for recovery of 1.3 - assumed, detection = titrimetric, reaction = wet oxidation with Sulphuric acid [H2SO4] - Potassiumbichromate [K2Cr2O7] (and Phosphoric acid [H3PO4]) mixture, sample pretreatment = sieved over 2 mm sieve, temperature = no external heat, treatment = not specified""}",{1:2012-3-16},BE-UplandsI,1.29E+018
4.462114,50.583962,36898,152555,Belgium,36,39,,,{1:4.10},4.1,"{""1:calculation = default correction factor for recovery of 1.3 - assumed, detection = titrimetric, reaction = wet oxidation with Sulphuric acid [H2SO4] - Potassiumbichromate [K2Cr2O7] (and Phosphoric acid [H3PO4]) mixture, sample pretreatment = sieved over 2 mm sieve, temperature = no external heat, treatment = not specified""}",{1:2012-3-16},BE-UplandsI,1.29E+018
4.462114,50.583962,36898,152556,Belgium,39,42,,,{1:5.60},5.6,"{""1:calculation = default correction factor for recovery of 1.3 - assumed, detection = titrimetric, reaction = wet oxidation with Sulphuric acid [H2SO4] - Potassiumbichromate [K2Cr2O7] (and Phosphoric acid [H3PO4]) mixture, sample pretreatment = sieved over 2 mm sieve, temperature = no external heat, treatment = not specified""}",{1:2012-3-16},BE-UplandsI,1.29E+018
4.462114,50.583962,36898,152558,Belgium,45,48,,,{1:4.90},4.9,"{""1:calculation = default correction factor for recovery of 1.3 - assumed, detection = titrimetric, reaction = wet oxidation with Sulphuric acid [H2SO4] - Potassiumbichromate [K2Cr2O7] (and Phosphoric acid [H3PO4]) mixture, sample pretreatment = sieved over 2 mm sieve, temperature = no external heat, treatment = not specified""}",{1:2012-3-16},BE-UplandsI,1.29E+018
4.462114,50.583962,36898,152560,Belgium,51,54,,,{1:5.90},5.9,"{""1:calculation = default correction factor for recovery of 1.3 - assumed, detection = titrimetric, reaction = wet oxidation with Sulphuric acid [H2SO4] - Potassiumbichromate [K2Cr2O7] (and Phosphoric acid [H3PO4]) mixture, sample pretreatment = sieved over 2 mm sieve, temperature = no external heat, treatment = not specified""}",{1:2012-3-16},BE-UplandsI,1.29E+018
4.462114,50.583962,36898,152561,Belgium,54,57,,,{1:3.30},3.3,"{""1:calculation = default correction factor for recovery of 1.3 - assumed, detection = titrimetric, reaction = wet oxidation with Sulphuric acid [H2SO4] - Potassiumbichromate [K2Cr2O7] (and Phosphoric acid [H3PO4]) mixture, sample pretreatment = sieved over 2 mm sieve, temperature = no external heat, treatment = not specified""}",{1:2012-3-16},BE-UplandsI,1.29E+018
4.462114,50.583962,36898,152562,Belgium,57,60,,,{1:2.30},2.3,"{""1:calculation = default correction factor for recovery of 1.3 - assumed, detection = titrimetric, reaction = wet oxidation with Sulphuric acid [H2SO4] - Potassiumbichromate [K2Cr2O7] (and Phosphoric acid [H3PO4]) mixture, sample pretreatment = sieved over 2 mm sieve, temperature = no external heat, treatment = not specified""}",{1:2012-3-16},BE-UplandsI,1.29E+018
4.462114,50.583962,36898,152563,Belgium,60,63,,,{1:1.90},1.9,"{""1:calculation = default correction factor for recovery of 1.3 - assumed, detection = titrimetric, reaction = wet oxidation with Sulphuric acid [H2SO4] - Potassiumbichromate [K2Cr2O7] (and Phosphoric acid [H3PO4]) mixture, sample pretreatment = sieved over 2 mm sieve, temperature = no external heat, treatment = not specified""}",{1:2012-3-16},BE-UplandsI,1.29E+018
4.462114,50.583962,36898,152564,Belgium,63,66,,,{1:1.90},1.9,"{""1:calculation = default correction factor for recovery of 1.3 - assumed, detection = titrimetric, reaction = wet oxidation with Sulphuric acid [H2SO4] - Potassiumbichromate [K2Cr2O7] (and Phosphoric acid [H3PO4]) mixture, sample pretreatment = sieved over 2 mm sieve, temperature = no external heat, treatment = not specified""}",{1:2012-3-16},BE-UplandsI,1.29E+018
4.462114,50.583962,36898,152566,Belgium,69,72,,,{1:2.00},2,"{""1:calculation = default correction factor for recovery of 1.3 - assumed, detection = titrimetric, reaction = wet oxidation with Sulphuric acid [H2SO4] - Potassiumbichromate [K2Cr2O7] (and Phosphoric acid [H3PO4]) mixture, sample pretreatment = sieved over 2 mm sieve, temperature = no external heat, treatment = not specified""}",{1:2012-3-16},BE-UplandsI,1.29E+018
4.462114,50.583962,36898,152567,Belgium,72,75,,,{1:2.00},2,"{""1:calculation = default correction factor for recovery of 1.3 - assumed, detection = titrimetric, reaction = wet oxidation with Sulphuric acid [H2SO4] - Potassiumbichromate [K2Cr2O7] (and Phosphoric acid [H3PO4]) mixture, sample pretreatment = sieved over 2 mm sieve, temperature = no external heat, treatment = not specified""}",{1:2012-3-16},BE-UplandsI,1.29E+018
4.462114,50.583962,36898,152568,Belgium,75,78,,,{1:1.90},1.9,"{""1:calculation = default correction factor for recovery of 1.3 - assumed, detection = titrimetric, reaction = wet oxidation with Sulphuric acid [H2SO4] - Potassiumbichromate [K2Cr2O7] (and Phosphoric acid [H3PO4]) mixture, sample pretreatment = sieved over 2 mm sieve, temperature = no external heat, treatment = not specified""}",{1:2012-3-16},BE-UplandsI,1.29E+018
4.462114,50.583962,36898,152569,Belgium,78,81,,,{1:3.90},3.9,"{""1:calculation = default correction factor for recovery of 1.3 - assumed, detection = titrimetric, reaction = wet oxidation with Sulphuric acid [H2SO4] - Potassiumbichromate [K2Cr2O7] (and Phosphoric acid [H3PO4]) mixture, sample pretreatment = sieved over 2 mm sieve, temperature = no external heat, treatment = not specified""}",{1:2012-3-16},BE-UplandsI,1.29E+018
4.462114,50.583962,36898,152570,Belgium,81,84,,,{1:3.90},3.9,"{""1:calculation = default correction factor for recovery of 1.3 - assumed, detection = titrimetric, reaction = wet oxidation with Sulphuric acid [H2SO4] - Potassiumbichromate [K2Cr2O7] (and Phosphoric acid [H3PO4]) mixture, sample pretreatment = sieved over 2 mm sieve, temperature = no external heat, treatment = not specified""}",{1:2012-3-16},BE-UplandsI,1.29E+018
4.462114,50.583962,36898,152572,Belgium,87,97,,,{1:2.60},2.6,"{""1:calculation = default correction factor for recovery of 1.3 - assumed, detection = titrimetric, reaction = wet oxidation with Sulphuric acid [H2SO4] - Potassiumbichromate [K2Cr2O7] (and Phosphoric acid [H3PO4]) mixture, sample pretreatment = sieved over 2 mm sieve, temperature = no external heat, treatment = not specified""}",{1:2012-3-16},BE-UplandsI,1.29E+018
4.687607,50.597876,36899,152573,Belgium,0,3,,,{1:11.60},11.6,"{""1:calculation = default correction factor for recovery of 1.3 - assumed, detection = titrimetric, reaction = wet oxidation with Sulphuric acid [H2SO4] - Potassiumbichromate [K2Cr2O7] (and Phosphoric acid [H3PO4]) mixture, sample pretreatment = sieved over 2 mm sieve, temperature = no external heat, treatment = not specified""}",{1:2012-3-22},BE-UplandsI,1.3E+047
4.687607,50.597876,36899,152576,Belgium,6,9,,,{1:10.20},10.2,"{""1:calculation = default correction factor for recovery of 1.3 - assumed, detection = titrimetric, reaction = wet oxidation with Sulphuric acid [H2SO4] - Potassiumbichromate [K2Cr2O7] (and Phosphoric acid [H3PO4]) mixture, sample pretreatment = sieved over 2 mm sieve, temperature = no external heat, treatment = not specified""}",{1:2012-3-22},BE-UplandsI,1.3E+047
4.687607,50.597876,36899,152577,Belgium,9,12,,,{1:11.00},11,"{""1:calculation = default correction factor for recovery of 1.3 - assumed, detection = titrimetric, reaction = wet oxidation with Sulphuric acid [H2SO4] - Potassiumbichromate [K2Cr2O7] (and Phosphoric acid [H3PO4]) mixture, sample pretreatment = sieved over 2 mm sieve, temperature = no external heat, treatment = not specified""}",{1:2012-3-22},BE-UplandsI,1.3E+047
4.687607,50.597876,36899,152578,Belgium,12,15,,,{1:10.70},10.7,"{""1:calculation = default correction factor for recovery of 1.3 - assumed, detection = titrimetric, reaction = wet oxidation with Sulphuric acid [H2SO4] - Potassiumbichromate [K2Cr2O7] (and Phosphoric acid [H3PO4]) mixture, sample pretreatment = sieved over 2 mm sieve, temperature = no external heat, treatment = not specified""}",{1:2012-3-22},BE-UplandsI,1.3E+047
4.687607,50.597876,36899,152579,Belgium,15,18,,,{1:11.10},11.1,"{""1:calculation = default correction factor for recovery of 1.3 - assumed, detection = titrimetric, reaction = wet oxidation with Sulphuric acid [H2SO4] - Potassiumbichromate [K2Cr2O7] (and Phosphoric acid [H3PO4]) mixture, sample pretreatment = sieved over 2 mm sieve, temperature = no external heat, treatment = not specified""}",{1:2012-3-22},BE-UplandsI,1.3E+047
4.687607,50.597876,36899,152580,Belgium,18,21,,,{1:11.10},11.1,"{""1:calculation = default correction factor for recovery of 1.3 - assumed, detection = titrimetric, reaction = wet oxidation with Sulphuric acid [H2SO4] - Potassiumbichromate [K2Cr2O7] (and Phosphoric acid [H3PO4]) mixture, sample pretreatment = sieved over 2 mm sieve, temperature = no external heat, treatment = not specified""}",{1:2012-3-22},BE-UplandsI,1.3E+047
4.687607,50.597876,36899,152581,Belgium,21,24,,,{1:12.50},12.5,"{""1:calculation = default correction factor for recovery of 1.3 - assumed, detection = titrimetric, reaction = wet oxidation with Sulphuric acid [H2SO4] - Potassiumbichromate [K2Cr2O7] (and Phosphoric acid [H3PO4]) mixture, sample pretreatment = sieved over 2 mm sieve, temperature = no external heat, treatment = not specified""}",{1:2012-3-22},BE-UplandsI,1.3E+047
4.687607,50.597876,36899,152582,Belgium,24,27,,,{1:10.20},10.2,"{""1:calculation = default correction factor for recovery of 1.3 - assumed, detection = titrimetric, reaction = wet oxidation with Sulphuric acid [H2SO4] - Potassiumbichromate [K2Cr2O7] (and Phosphoric acid [H3PO4]) mixture, sample pretreatment = sieved over 2 mm sieve, temperature = no external heat, treatment = not specified""}",{1:2012-3-22},BE-UplandsI,1.3E+047
4.687607,50.597876,36899,152583,Belgium,27,30,,,{1:10.60},10.6,"{""1:calculation = default correction factor for recovery of 1.3 - assumed, detection = titrimetric, reaction = wet oxidation with Sulphuric acid [H2SO4] - Potassiumbichromate [K2Cr2O7] (and Phosphoric acid [H3PO4]) mixture, sample pretreatment = sieved over 2 mm sieve, temperature = no external heat, treatment = not specified""}",{1:2012-3-22},BE-UplandsI,1.3E+047
4.687607,50.597876,36899,152585,Belgium,33,36,,,{1:7.70},7.7,"{""1:calculation = default correction factor for recovery of 1.3 - assumed, detection = titrimetric, reaction = wet oxidation with Sulphuric acid [H2SO4] - Potassiumbichromate [K2Cr2O7] (and Phosphoric acid [H3PO4]) mixture, sample pretreatment = sieved over 2 mm sieve, temperature = no external heat, treatment = not specified""}",{1:2012-3-22},BE-UplandsI,1.3E+047
4.687607,50.597876,36899,152586,Belgium,36,39,,,{1:7.40},7.4,"{""1:calculation = default correction factor for recovery of 1.3 - assumed, detection = titrimetric, reaction = wet oxidation with Sulphuric acid [H2SO4] - Potassiumbichromate [K2Cr2O7] (and Phosphoric acid [H3PO4]) mixture, sample pretreatment = sieved over 2 mm sieve, temperature = no external heat, treatment = not specified""}",{1:2012-3-22},BE-UplandsI,1.3E+047
4.687607,50.597876,36899,152587,Belgium,39,42,,,{1:7.30},7.3,"{""1:calculation = default correction factor for recovery of 1.3 - assumed, detection = titrimetric, reaction = wet oxidation with Sulphuric acid [H2SO4] - Potassiumbichromate [K2Cr2O7] (and Phosphoric acid [H3PO4]) mixture, sample pretreatment = sieved over 2 mm sieve, temperature = no external heat, treatment = not specified""}",{1:2012-3-22},BE-UplandsI,1.3E+047
4.687607,50.597876,36899,152588,Belgium,42,45,,,{1:7.50},7.5,"{""1:calculation = default correction factor for recovery of 1.3 - assumed, detection = titrimetric, reaction = wet oxidation with Sulphuric acid [H2SO4] - Potassiumbichromate [K2Cr2O7] (and Phosphoric acid [H3PO4]) mixture, sample pretreatment = sieved over 2 mm sieve, temperature = no external heat, treatment = not specified""}",{1:2012-3-22},BE-UplandsI,1.3E+047
4.687607,50.597876,36899,152589,Belgium,45,48,,,{1:5.00},5,"{""1:calculation = default correction factor for recovery of 1.3 - assumed, detection = titrimetric, reaction = wet oxidation with Sulphuric acid [H2SO4] - Potassiumbichromate [K2Cr2O7] (and Phosphoric acid [H3PO4]) mixture, sample pretreatment = sieved over 2 mm sieve, temperature = no external heat, treatment = not specified""}",{1:2012-3-22},BE-UplandsI,1.3E+047
4.687607,50.597876,36899,152590,Belgium,48,51,,,{1:3.70},3.7,"{""1:calculation = default correction factor for recovery of 1.3 - assumed, detection = titrimetric, reaction = wet oxidation with Sulphuric acid [H2SO4] - Potassiumbichromate [K2Cr2O7] (and Phosphoric acid [H3PO4]) mixture, sample pretreatment = sieved over 2 mm sieve, temperature = no external heat, treatment = not specified""}",{1:2012-3-22},BE-UplandsI,1.3E+047
4.687607,50.597876,36899,152591,Belgium,51,54,,,{1:3.90},3.9,"{""1:calculation = default correction factor for recovery of 1.3 - assumed, detection = titrimetric, reaction = wet oxidation with Sulphuric acid [H2SO4] - Potassiumbichromate [K2Cr2O7] (and Phosphoric acid [H3PO4]) mixture, sample pretreatment = sieved over 2 mm sieve, temperature = no external heat, treatment = not specified""}",{1:2012-3-22},BE-UplandsI,1.3E+047
